customerNumber (CIF),dateOfBirth,branchNumber,citizenshipCode,currCountryCode,employmentStatus,incomeInThousands,marketSegment,maritalStatus,stateCode,City,customerOpeningDate,Gender
25932837,21/04/1991,182,US,USD,salaried,1566445,psychographic,single,IN,Terre Haute,05/06/2019,Genderfluid
75629205,02/01/2002,975,US,USD,self-employed,1815538,behavioral,separated,OK,Oklahoma City,03/14/2019,Female
53089527,22/09/2001,972,US,USD,salaried,938580,behavioral,single,DC,Washington,05/31/2017,Female
62662587,01/09/1998,702,US,USD,unemployed,1651895,Standard,single,GA,Atlanta,09/25/2021,Female
29480415,23/04/1996,907,US,USD,unemployed,419748,behavioral,single,CA,Sacramento,06/15/2018,Genderqueer
68216369,28/04/1996,202,US,USD,employed,1870378,Standard,married,CA,Whittier,07/23/2017,Male
74726575,07/11/2002,839,US,USD,self-employed,1368961,demographic,separated,IL,Decatur,02/03/2019,Female
89003493,15/03/1991,407,US,USD,salaried,1119189,Standard,separated,LA,Lake Charles,03/03/2015,Female
66901435,08/11/1994,90,US,USD,self-employed,1141290,demographic,single,IL,Naperville,07/05/2019,Male
89128976,02/10/1990,687,US,USD,employed,407310,psychographic,married,FL,Saint Augustine,09/25/2015,Male
49774672,04/02/1997,140,US,USD,unemployed,1906030,behavioral,married,TX,San Antonio,12/30/2019,Male
72507495,29/11/1994,2,US,USD,employed,1032342,demographic,single,TX,Houston,10/30/2014,Male
32217453,03/02/1998,557,US,USD,self-employed,1721973,psychographic,separated,NC,Charlotte,11/07/2015,Female
67467370,05/03/1990,977,US,USD,salaried,869697,psychographic,separated,FL,Miami,11/29/2018,Male
52815610,28/07/2004,758,US,USD,self-employed,799680,behavioral,single,WA,Tacoma,07/12/2014,Female
24455665,30/09/1997,905,US,USD,employed,667632,Standard,married,FL,Fort Myers,11/21/2018,Female
79091609,15/05/1997,994,US,USD,employed,1214702,psychographic,single,NY,Albany,10/11/2017,Male
55551103,07/08/1998,923,US,USD,self-employed,152876,psychographic,separated,FL,Tampa,10/26/2018,Male
92469766,09/02/1996,973,US,USD,self-employed,142536,demographic,single,FL,Ocala,03/29/2017,Polygender
76667477,16/10/1995,120,US,USD,salaried,269014,psychographic,married,KY,Louisville,02/15/2022,Female
55674584,06/11/1996,947,US,USD,employed,886047,Standard,married,GA,Atlanta,10/28/2021,Female
57723152,23/03/1998,417,US,USD,unemployed,98238,Standard,separated,CA,San Francisco,09/30/2017,Male
60248796,12/06/2001,919,US,USD,self-employed,374405,demographic,single,NJ,Paterson,09/26/2016,Female
92107174,01/09/2004,608,US,USD,salaried,360662,psychographic,separated,MN,Minneapolis,09/06/2020,Male
86047569,10/03/1997,707,US,USD,employed,442309,Standard,single,CA,Los Angeles,05/16/2021,Male
33548916,20/06/2001,329,US,USD,employed,520972,psychographic,separated,FL,Lakeland,07/29/2016,Female
71470217,14/11/1998,505,US,USD,employed,1809358,behavioral,single,AZ,Glendale,08/06/2021,Female
47616908,12/07/1996,938,US,USD,salaried,366414,psychographic,married,MN,Maple Plain,06/29/2017,Female
27903813,20/10/1999,996,US,USD,self-employed,115216,demographic,single,MN,Young America,06/14/2019,Male
84761369,27/02/1992,29,US,USD,employed,485571,demographic,separated,FL,Orlando,05/07/2021,Male
68839561,29/12/2004,796,US,USD,self-employed,1872749,geographic,separated,OR,Portland,10/02/2020,Genderfluid
78631456,16/11/1990,419,US,USD,self-employed,606679,geographic,single,GA,Atlanta,07/12/2017,Female
96716076,22/10/2001,674,US,USD,employed,1473039,psychographic,single,CA,San Francisco,12/08/2014,Male
61229057,08/01/1991,211,US,USD,salaried,972108,geographic,separated,NY,Brooklyn,09/10/2015,Female
82949485,08/03/1998,854,US,USD,salaried,1398988,geographic,separated,LA,Monroe,12/25/2020,Male
93563353,24/02/2005,742,US,USD,unemployed,434573,Standard,single,PA,Erie,01/25/2019,Female
52894246,20/02/2001,615,US,USD,self-employed,123793,Standard,single,TX,Houston,07/21/2017,Male
34680952,14/01/2001,809,US,USD,salaried,131411,behavioral,single,OK,Tulsa,05/25/2017,Female
68194044,06/11/2004,882,US,USD,salaried,689527,psychographic,separated,IN,Evansville,09/27/2021,Male
15118896,19/08/2003,195,US,USD,salaried,909384,Standard,single,NY,Syracuse,09/12/2016,Female
75398471,23/07/1991,388,US,USD,self-employed,1824258,demographic,married,AL,Birmingham,04/09/2015,Female
64213306,02/11/2004,856,US,USD,salaried,1778953,demographic,single,FL,Winter Haven,03/13/2019,Genderqueer
42296944,14/12/1991,318,US,USD,unemployed,763256,behavioral,single,FL,Orlando,09/18/2017,Agender
94600791,31/03/1996,899,US,USD,self-employed,1514596,behavioral,single,CA,Anaheim,09/30/2017,Female
28588224,23/06/1998,532,US,USD,salaried,903302,psychographic,separated,NV,Reno,06/23/2016,Female
50095939,05/10/1989,332,US,USD,salaried,1382340,Standard,separated,OK,Tulsa,09/21/2018,Male
24094188,16/09/1992,444,US,USD,unemployed,1933259,geographic,separated,CA,Whittier,03/26/2020,Female
44202321,10/05/1998,228,US,USD,salaried,1335515,geographic,single,NE,Omaha,10/08/2015,Male
50198556,05/05/2003,391,US,USD,employed,1304767,behavioral,separated,IN,Indianapolis,06/05/2020,Female
59136902,20/12/1993,1,US,USD,employed,1212457,Standard,single,NY,Brooklyn,09/16/2016,Male
55485344,05/09/2000,213,US,USD,employed,10728,Standard,single,AL,Montgomery,09/08/2021,Female
68522359,02/10/1999,161,US,USD,unemployed,359495,psychographic,married,VA,Suffolk,07/29/2019,Female
88978263,27/06/1990,319,US,USD,unemployed,338834,Standard,separated,TX,Amarillo,05/16/2016,Polygender
69359244,25/10/1994,84,US,USD,unemployed,618057,psychographic,separated,NV,Las Vegas,04/27/2021,Genderqueer
45034645,20/08/1994,76,US,USD,salaried,162428,geographic,separated,IN,Fort Wayne,12/22/2015,Male
46754682,06/04/1997,115,US,USD,salaried,1799124,behavioral,single,CA,Glendale,09/09/2017,Female
17497744,06/09/2000,857,US,USD,self-employed,876070,Standard,married,TX,Waco,01/18/2022,Male
48524956,23/05/1995,130,US,USD,employed,1979176,behavioral,separated,NE,Lincoln,05/29/2019,Female
70713880,06/07/1989,925,US,USD,employed,1881644,demographic,single,FL,Lehigh Acres,12/01/2021,Male
41121037,12/01/1996,757,US,USD,salaried,1023891,behavioral,married,IL,Chicago,12/25/2020,Male
97020143,26/04/1996,652,US,USD,employed,1598291,geographic,single,TX,Longview,02/08/2020,Male
94853924,05/03/1994,668,US,USD,employed,744009,behavioral,married,CA,Los Angeles,10/22/2020,Female
75738650,21/08/1997,618,US,USD,employed,1755707,geographic,single,ID,Boise,09/28/2019,Female
64154022,06/11/1996,240,US,USD,unemployed,552173,geographic,separated,CO,Grand Junction,06/14/2020,Female
72653227,01/12/1992,9,US,USD,self-employed,1845033,Standard,single,MA,Worcester,12/12/2018,Female
18295771,05/02/1993,451,US,USD,unemployed,392760,behavioral,single,FL,Daytona Beach,08/31/2014,Male
62614716,25/07/1989,367,US,USD,self-employed,839681,demographic,single,PA,Philadelphia,05/30/2019,Female
51768278,21/10/2002,678,US,USD,self-employed,1561804,geographic,married,CA,Anaheim,07/23/2015,Female
95807462,26/04/2004,158,US,USD,unemployed,1097572,demographic,separated,TX,Houston,05/23/2019,Male
84208320,14/09/1992,325,US,USD,employed,1061290,demographic,single,TN,Memphis,08/18/2019,Male
48508472,28/12/1998,512,US,USD,self-employed,917407,behavioral,married,NY,New York City,01/29/2017,Male
49995513,05/11/2004,18,US,USD,self-employed,526223,geographic,separated,TX,Austin,09/26/2019,Agender
85600591,14/05/2000,725,US,USD,unemployed,1695852,demographic,separated,OH,Cincinnati,07/04/2017,Male
74971651,01/03/1995,117,US,USD,self-employed,333176,demographic,married,NC,Raleigh,09/01/2021,Male
22225791,26/07/1989,76,US,USD,salaried,10865,demographic,single,MD,Baltimore,11/07/2019,Male
80638331,01/03/2005,137,US,USD,self-employed,1742135,psychographic,married,PA,Harrisburg,06/07/2018,Female
69117438,04/05/2004,147,US,USD,salaried,1655925,psychographic,separated,TX,Waco,12/11/2020,Female
56853566,23/07/1996,335,US,USD,employed,382089,geographic,married,TN,Memphis,03/02/2016,Male
56063751,26/12/2001,939,US,USD,employed,1546971,geographic,separated,TX,Austin,06/06/2017,Female
42847385,01/05/1990,391,US,USD,salaried,115697,demographic,single,MO,Kansas City,11/15/2016,Female
34664451,04/08/1992,86,US,USD,salaried,468256,geographic,married,TX,Amarillo,06/16/2018,Male
15103025,20/01/1998,771,US,USD,unemployed,789103,Standard,married,FL,Orlando,05/14/2019,Male
36834629,03/06/2001,762,US,USD,self-employed,1614124,demographic,separated,NY,Staten Island,10/19/2019,Male
64709239,28/06/1994,767,US,USD,employed,50337,behavioral,married,WA,Spokane,09/23/2017,Female
34580002,02/01/2000,218,US,USD,salaried,1708031,demographic,separated,AL,Mobile,03/12/2016,Male
81014729,22/06/2000,710,US,USD,unemployed,1769982,psychographic,single,PA,Wilkes Barre,06/30/2014,Male
73639744,13/05/1996,492,US,USD,employed,1732106,geographic,separated,CO,Denver,12/12/2020,Male
60426206,17/11/1991,113,US,USD,unemployed,446299,demographic,separated,VA,Fredericksburg,04/09/2015,Female
12459798,08/01/1996,455,US,USD,employed,1051137,demographic,married,CA,Sacramento,08/23/2014,Male
55347010,05/06/2004,170,US,USD,self-employed,1347059,demographic,separated,OK,Oklahoma City,07/15/2017,Female
54829130,18/10/1989,238,US,USD,salaried,350325,geographic,married,UT,Ogden,03/22/2018,Female
24224297,11/10/1994,1,US,USD,employed,1012166,Standard,separated,TX,Houston,08/29/2019,Male
65970336,23/05/1995,91,US,USD,salaried,1722926,demographic,married,VA,Roanoke,10/27/2017,Female
23163647,04/12/2000,381,US,USD,unemployed,521925,psychographic,single,CA,San Francisco,12/24/2015,Genderqueer
18006610,05/12/1994,1,US,USD,salaried,1004410,behavioral,single,MA,Boston,11/04/2018,Male
17028404,28/02/1990,296,US,USD,employed,1780342,demographic,single,AR,Little Rock,09/16/2019,Agender
55933361,28/07/2002,90,US,USD,unemployed,1303739,behavioral,single,NY,New York City,02/25/2017,Polygender
81689289,19/09/1996,842,US,USD,salaried,602481,demographic,married,MN,Duluth,11/17/2015,Female
30143632,20/09/1989,203,US,USD,self-employed,805114,geographic,married,OK,Tulsa,09/03/2018,Male
81582249,16/08/1991,159,US,USD,employed,927257,Standard,single,PA,Mc Keesport,01/06/2016,Female
22428077,14/03/1997,671,US,USD,salaried,974751,Standard,married,TX,Dallas,07/01/2020,Female
83019018,26/09/2003,420,US,USD,employed,1172903,Standard,separated,IN,Jeffersonville,04/22/2016,Male
18979240,24/01/1994,973,US,USD,unemployed,1408921,psychographic,married,CA,San Francisco,11/14/2019,Female
22706480,09/10/1993,730,US,USD,employed,1547125,geographic,single,NV,Las Vegas,09/30/2017,Female
71661715,21/12/1997,748,US,USD,salaried,1511938,Standard,single,TX,Huntsville,09/26/2017,Male
33037009,04/02/1995,29,US,USD,salaried,385851,geographic,separated,AK,Anchorage,08/30/2016,Female
91942619,09/09/1999,974,US,USD,self-employed,1181407,geographic,married,OR,Eugene,08/27/2021,Male
28855113,22/03/2000,109,US,USD,unemployed,1835596,geographic,single,IN,Indianapolis,10/01/2014,Bigender
50146215,30/11/1989,362,US,USD,self-employed,1790476,Standard,separated,CA,Torrance,11/04/2020,Male
61512972,30/09/1994,54,US,USD,self-employed,1684279,demographic,single,IL,Chicago,08/09/2016,Female
35043270,04/04/1995,427,US,USD,self-employed,1446482,geographic,single,CT,Hartford,09/28/2021,Female
64206193,20/02/1997,578,US,USD,self-employed,455105,geographic,separated,AZ,Tucson,08/13/2018,Female
14744992,23/10/1991,387,US,USD,salaried,612288,demographic,single,UT,Ogden,09/21/2014,Male
76104798,19/08/1999,185,US,USD,unemployed,1060260,geographic,separated,KS,Shawnee Mission,06/12/2015,Female
88142123,10/09/1996,52,US,USD,unemployed,1161185,demographic,single,CA,San Francisco,11/27/2020,Female
29312477,17/01/1994,114,US,USD,self-employed,958192,behavioral,separated,TX,Houston,09/22/2019,Female
61432558,23/09/1998,492,US,USD,self-employed,1833122,psychographic,separated,CA,San Jose,06/07/2015,Male
69462608,03/08/1999,784,US,USD,self-employed,309026,geographic,married,NM,Albuquerque,07/13/2016,Male
27558017,30/11/1992,15,US,USD,employed,582584,Standard,single,IL,Springfield,11/24/2020,Female
86537808,02/01/1999,294,US,USD,self-employed,1568083,Standard,married,HI,Honolulu,09/22/2020,Male
26375331,08/04/1999,31,US,USD,self-employed,275975,behavioral,single,OR,Beaverton,11/07/2017,Female
48217603,03/09/2002,573,US,USD,self-employed,478468,demographic,married,KY,Frankfort,05/10/2019,Genderqueer
49159126,28/07/1991,94,US,USD,salaried,120325,demographic,separated,MD,Annapolis,07/04/2020,Female
55749719,01/11/2000,144,US,USD,employed,682647,demographic,separated,NY,New York City,05/17/2014,Male
12113792,03/11/2002,388,US,USD,self-employed,1539813,behavioral,single,PA,Philadelphia,01/24/2018,Female
26722080,03/10/1999,289,US,USD,self-employed,1426445,psychographic,single,VA,Alexandria,10/24/2021,Female
15381675,02/11/1998,1000,US,USD,unemployed,685704,behavioral,married,CA,Inglewood,09/11/2021,Male
76737756,24/06/1992,944,US,USD,employed,1837982,Standard,single,NC,Winston Salem,02/02/2017,Female
86243964,22/07/2003,598,US,USD,employed,1020340,demographic,separated,CA,Oakland,04/27/2019,Female
81025626,04/07/1992,432,US,USD,unemployed,1128165,behavioral,single,OH,Cincinnati,08/12/2016,Female
59859957,24/03/1994,285,US,USD,self-employed,532736,psychographic,married,CT,Stamford,03/15/2015,Male
18038238,04/12/1995,862,US,USD,salaried,973597,psychographic,single,FL,Miami,08/28/2014,Male
22060994,09/03/1996,466,US,USD,unemployed,1960807,demographic,married,HI,Honolulu,10/02/2018,Bigender
27450616,02/12/1990,753,US,USD,self-employed,814549,psychographic,separated,IL,Peoria,03/14/2018,Genderqueer
75784068,15/05/2004,63,US,USD,salaried,1006603,behavioral,single,CA,Los Angeles,05/09/2019,Male
53161645,22/03/1994,246,US,USD,salaried,992837,Standard,married,TX,Fort Worth,02/14/2021,Male
90372348,22/05/1995,745,US,USD,self-employed,1079700,Standard,single,TN,Memphis,03/06/2021,Male
70885952,15/12/1993,243,US,USD,salaried,1185618,Standard,married,WI,Milwaukee,10/12/2015,Male
69479476,21/02/2000,705,US,USD,unemployed,1337441,behavioral,separated,TX,El Paso,04/24/2018,Female
96078765,04/08/1992,481,US,USD,salaried,704552,demographic,separated,WV,Huntington,09/01/2017,Male
84395549,16/01/1997,446,US,USD,unemployed,687616,psychographic,single,LA,Metairie,05/08/2016,Male
41873743,26/12/1991,359,US,USD,employed,1717552,demographic,single,TX,Houston,02/10/2019,Male
89848403,24/11/1991,99,US,USD,salaried,341875,Standard,married,TX,El Paso,01/22/2022,Female
41946891,26/05/1999,46,US,USD,salaried,701180,Standard,married,CA,Pasadena,03/19/2015,Female
61508262,17/11/2004,221,US,USD,self-employed,993996,Standard,married,FL,Sarasota,12/20/2014,Female
91204874,22/11/1999,602,US,USD,self-employed,1679596,psychographic,single,CA,Irvine,11/22/2020,Female
28253021,17/01/1995,618,US,USD,unemployed,1188472,behavioral,married,PA,Philadelphia,12/04/2017,Female
19797112,11/08/2001,785,US,USD,unemployed,1397431,behavioral,separated,WI,Green Bay,08/29/2021,Male
20354356,13/06/2000,93,US,USD,salaried,1154262,psychographic,separated,LA,Shreveport,11/23/2021,Male
99115036,30/12/1992,789,US,USD,salaried,242032,geographic,single,TX,Dallas,05/17/2019,Female
54447599,27/05/2001,61,US,USD,unemployed,1020641,Standard,married,FL,Pompano Beach,04/09/2019,Female
12391608,18/08/2003,538,US,USD,unemployed,237086,demographic,separated,VA,Virginia Beach,02/01/2021,Male
84695918,20/03/2004,430,US,USD,unemployed,1807654,geographic,married,RI,Providence,04/13/2017,Male
77177130,06/01/1998,115,US,USD,salaried,1315395,geographic,single,NY,Bronx,02/22/2018,Female
80872944,21/10/2004,271,US,USD,employed,642312,Standard,separated,TX,Houston,10/19/2019,Male
75565977,14/08/1989,470,US,USD,salaried,1352606,behavioral,married,NY,New York City,05/04/2019,Female
25744087,13/03/1992,316,US,USD,self-employed,1261977,Standard,married,DE,Wilmington,02/12/2017,Male
83213488,09/07/1992,913,US,USD,self-employed,355976,behavioral,single,MA,Springfield,02/06/2021,Female
91050511,17/06/2002,22,US,USD,self-employed,765668,psychographic,single,KY,Louisville,04/15/2016,Female
75817421,17/01/1994,95,US,USD,salaried,1380508,geographic,married,MS,Jackson,12/23/2019,Bigender
35487158,24/08/1990,419,US,USD,unemployed,760925,psychographic,separated,MA,Newton,08/02/2020,Male
56550808,02/08/1997,350,US,USD,employed,190894,demographic,single,SC,Charleston,09/11/2017,Genderfluid
70425079,04/04/1999,951,US,USD,unemployed,229715,geographic,separated,PA,Philadelphia,11/12/2021,Male
16756201,10/09/1992,667,US,USD,salaried,1758643,geographic,single,LA,New Orleans,12/23/2020,Agender
90029369,06/04/1995,49,US,USD,salaried,1096061,psychographic,separated,NC,Charlotte,03/17/2018,Genderfluid
58632449,13/03/2000,720,US,USD,salaried,1464521,behavioral,single,CA,Irvine,05/21/2020,Agender
75133741,15/11/1991,599,US,USD,unemployed,209212,Standard,separated,FL,Fort Lauderdale,11/03/2014,Female
79903779,27/06/1995,753,US,USD,self-employed,1973373,demographic,married,TX,Houston,04/02/2021,Male
72286876,29/01/2005,875,US,USD,employed,267567,Standard,separated,NY,New York City,05/14/2014,Male
21054695,29/12/1996,627,US,USD,self-employed,61615,geographic,single,CA,Garden Grove,06/26/2018,Female
21857569,14/11/1998,811,US,USD,unemployed,106501,psychographic,single,UT,Salt Lake City,02/29/2020,Genderqueer
49620919,14/07/1991,813,US,USD,self-employed,958923,demographic,separated,IL,Springfield,01/04/2018,Female
52732913,02/01/2001,279,US,USD,self-employed,509666,psychographic,married,CA,Ventura,04/03/2020,Male
38489843,27/01/1993,755,US,USD,unemployed,1391741,Standard,single,DC,Washington,09/12/2014,Female
15152616,08/01/1995,754,US,USD,employed,1750204,behavioral,single,GA,Savannah,04/02/2018,Male
28786872,19/02/2003,650,US,USD,salaried,267504,psychographic,separated,AL,Mobile,11/11/2021,Male
92592597,07/04/1999,772,US,USD,self-employed,1772227,demographic,married,FL,Delray Beach,07/06/2018,Female
33485899,30/06/2003,191,US,USD,unemployed,624174,psychographic,married,TX,San Antonio,01/13/2016,Female
53066352,12/12/2001,220,US,USD,unemployed,362282,demographic,separated,AZ,Scottsdale,05/09/2016,Male
20101244,16/04/1990,863,US,USD,employed,1794624,geographic,married,MN,Saint Paul,11/29/2017,Male
15822384,01/10/1995,21,US,USD,self-employed,970142,geographic,single,AZ,Phoenix,11/15/2016,Male
58311624,23/04/1991,564,US,USD,salaried,1038118,psychographic,single,TX,Beaumont,11/06/2021,Male
82313101,27/01/2001,516,US,USD,employed,1989978,behavioral,separated,GA,Atlanta,08/11/2014,Female
62277625,27/01/1996,561,US,USD,unemployed,1476458,behavioral,single,PA,Mc Keesport,12/24/2016,Agender
77818329,19/02/2005,468,US,USD,unemployed,1871705,Standard,single,NY,Syracuse,11/07/2021,Female
52642671,29/09/1999,893,US,USD,employed,617516,demographic,single,CO,Boulder,09/14/2020,Female
42366742,29/07/1991,440,US,USD,self-employed,1099303,geographic,single,IN,Indianapolis,09/24/2015,Female
74935536,01/03/1994,506,US,USD,salaried,230064,behavioral,separated,CO,Englewood,05/12/2016,Male
67380328,24/01/1998,493,US,USD,salaried,707882,demographic,married,DC,Washington,11/22/2014,Genderqueer
23683709,23/12/1990,51,US,USD,unemployed,871209,demographic,married,CA,Santa Clara,02/09/2018,Male
55127362,18/08/1999,589,US,USD,self-employed,1590040,geographic,single,VA,Richmond,01/29/2017,Male
13543953,11/09/2002,981,US,USD,employed,280071,psychographic,single,WA,Spokane,11/15/2018,Agender
99456376,12/08/1997,974,US,USD,employed,1398654,geographic,single,OK,Oklahoma City,09/10/2015,Male
39621011,28/08/2004,60,US,USD,unemployed,1941085,demographic,separated,VA,Richmond,06/15/2019,Non-binary
20155773,22/09/1995,576,US,USD,salaried,1337759,geographic,single,KY,Lexington,05/18/2014,Female
58562483,05/08/1999,535,US,USD,salaried,53507,demographic,single,IN,South Bend,09/11/2019,Female
60664635,24/01/1993,963,US,USD,salaried,1919710,geographic,separated,KY,Louisville,01/09/2021,Male
91169832,04/12/1995,310,US,USD,unemployed,1319585,Standard,single,DC,Washington,01/30/2015,Male
68620502,30/12/2004,930,US,USD,self-employed,988814,behavioral,separated,OH,Cincinnati,02/19/2019,Female
76879432,20/07/1998,234,US,USD,self-employed,847897,geographic,separated,TX,Austin,04/18/2016,Female
71342826,11/07/1993,44,US,USD,self-employed,424723,behavioral,single,UT,Salt Lake City,03/16/2015,Male
54695507,27/05/1993,763,US,USD,employed,1154636,Standard,single,DC,Washington,11/13/2019,Bigender
35375423,01/07/2001,767,US,USD,salaried,570250,Standard,separated,HI,Honolulu,03/23/2021,Female
12402870,21/01/1996,234,US,USD,salaried,264182,psychographic,separated,WA,Tacoma,09/11/2015,Female
88558331,10/10/1997,523,US,USD,employed,469682,Standard,single,AK,Anchorage,01/28/2022,Female
99331852,29/01/1999,606,US,USD,employed,971189,demographic,single,DC,Washington,08/16/2015,Bigender
20785071,09/10/2000,701,US,USD,salaried,63461,geographic,single,LA,Baton Rouge,05/31/2017,Female
67967892,08/10/1992,434,US,USD,salaried,235624,psychographic,single,CA,Richmond,05/01/2015,Female
57584404,31/07/2000,338,US,USD,unemployed,229912,demographic,married,CA,Oxnard,04/13/2021,Male
96407463,27/08/1997,854,US,USD,salaried,1929504,demographic,separated,KS,Shawnee Mission,10/11/2016,Male
62537143,15/12/1994,209,US,USD,unemployed,1970008,behavioral,separated,CA,Berkeley,02/09/2018,Male
68539382,12/11/2004,60,US,USD,unemployed,900741,behavioral,married,FL,Port Saint Lucie,09/12/2020,Female
88873614,26/10/1994,990,US,USD,salaried,587439,behavioral,married,AL,Mobile,01/26/2017,Genderfluid
36935035,21/10/1995,847,US,USD,employed,1627904,psychographic,separated,NY,New York City,12/12/2018,Male
78339210,30/01/2004,985,US,USD,employed,1853105,psychographic,separated,CO,Aurora,12/06/2015,Female
34516216,20/04/1995,652,US,USD,salaried,773344,Standard,married,GA,Norcross,11/20/2017,Male
64572283,07/03/2001,884,US,USD,employed,1437817,behavioral,single,NC,High Point,10/18/2014,Female
