customerNumber (CIF),dateOfBirth,branchNumber,citizenshipCode,currCountryCode,employmentStatus,incomeInThousands,marketSegment,maritalStatus,stateCode,City,customerOpeningDate,Gender
70473167,07/03/2001,275,US,USD,unemployed,1855462,Standard,single,MN,Saint Paul,07/24/2015,Male
31463881,02/07/1991,845,US,USD,salaried,1542272,behavioral,married,NJ,Trenton,04/16/2019,Female
59797222,27/11/1999,940,US,USD,self-employed,1909200,geographic,separated,FL,Miami,07/05/2021,Male
48615927,17/12/2000,605,US,USD,salaried,1896459,demographic,separated,AL,Mobile,05/03/2017,Female
41781580,28/08/1989,942,US,USD,unemployed,919298,geographic,single,NY,Jamaica,10/29/2018,Female
11596350,02/09/2003,981,US,USD,employed,339812,Standard,single,ID,Boise,08/17/2019,Male
39524342,18/05/2001,763,US,USD,salaried,1001438,geographic,married,CA,San Jose,06/25/2015,Female
87327613,11/12/1992,531,US,USD,unemployed,1181602,demographic,separated,OH,Youngstown,05/13/2014,Female
24379505,08/07/1992,758,US,USD,salaried,905567,geographic,married,HI,Honolulu,05/27/2021,Male
50045544,13/01/2001,453,US,USD,salaried,400484,behavioral,single,MA,Newton,02/20/2022,Bigender
13513052,24/07/1994,194,US,USD,self-employed,33766,Standard,separated,RI,Providence,07/17/2020,Genderfluid
27789355,09/06/1998,434,US,USD,employed,253222,demographic,single,NY,New York City,08/20/2018,Male
17759224,17/09/1999,689,US,USD,self-employed,1713667,behavioral,married,GA,Atlanta,08/24/2019,Male
61297530,31/10/2001,771,US,USD,employed,265722,psychographic,separated,NV,Las Vegas,08/10/2019,Female
42963541,31/10/1999,725,US,USD,salaried,1480664,psychographic,single,AL,Huntsville,04/21/2018,Female
89820516,19/08/2000,78,US,USD,salaried,667707,demographic,single,AZ,Phoenix,01/20/2022,Male
91441332,28/10/2001,253,US,USD,unemployed,1034071,behavioral,separated,KY,Louisville,04/11/2018,Male
14267869,05/10/1995,421,US,USD,unemployed,279747,geographic,separated,NE,Omaha,02/01/2016,Male
28951952,14/10/1994,657,US,USD,employed,993651,behavioral,single,DC,Washington,04/07/2014,Male
94676792,11/10/1994,861,US,USD,salaried,516834,behavioral,separated,CA,Long Beach,10/20/2019,Bigender
24545309,30/12/2004,132,US,USD,self-employed,1236025,psychographic,single,DC,Washington,04/14/2019,Male
34168972,02/08/1995,742,US,USD,unemployed,991542,demographic,married,OH,Cincinnati,06/06/2015,Female
67593017,22/10/2003,734,US,USD,self-employed,827393,geographic,single,OK,Tulsa,02/05/2015,Female
23262807,31/07/1993,936,US,USD,self-employed,795212,Standard,married,AK,Fairbanks,03/30/2018,Female
27128557,17/12/1996,603,US,USD,salaried,620148,Standard,single,NY,New York City,02/19/2021,Male
40767712,12/10/2004,194,US,USD,unemployed,1426003,geographic,married,KS,Kansas City,02/20/2022,Male
28325048,20/08/1996,770,US,USD,self-employed,1156801,behavioral,separated,OH,Cleveland,11/21/2017,Male
57368638,30/04/2002,72,US,USD,salaried,208487,Standard,married,OH,Dayton,11/06/2016,Male
89372131,30/08/1997,191,US,USD,self-employed,769916,Standard,single,CA,Glendale,03/03/2020,Female
43857713,13/06/1989,987,US,USD,unemployed,933669,Standard,single,OH,Dayton,02/26/2020,Polygender
26906530,19/09/2001,75,US,USD,self-employed,1717843,psychographic,married,IL,Peoria,07/19/2021,Female
52723997,15/09/2000,363,US,USD,self-employed,881284,behavioral,single,AZ,Tucson,03/28/2021,Female
72127973,06/10/1997,790,US,USD,employed,1584640,psychographic,separated,MS,Jackson,01/25/2019,Female
44821189,03/08/1990,504,US,USD,unemployed,1820086,behavioral,married,AZ,Phoenix,07/25/2018,Male
21094176,08/03/1991,146,US,USD,salaried,1818349,Standard,separated,NC,Durham,05/07/2017,Non-binary
87964684,13/10/1997,531,US,USD,unemployed,859630,demographic,single,MS,Jackson,05/04/2019,Male
93663787,13/08/2000,260,US,USD,salaried,251319,demographic,single,FL,Tallahassee,12/11/2014,Male
79865550,24/07/1994,28,US,USD,salaried,1837763,psychographic,separated,MO,Columbia,02/21/2015,Female
89074351,13/04/2002,113,US,USD,self-employed,723131,geographic,married,TX,Killeen,10/23/2021,Male
15499553,22/03/2002,176,US,USD,salaried,1527128,behavioral,married,PA,Philadelphia,04/06/2015,Male
40028958,14/07/2004,196,US,USD,employed,84029,Standard,separated,FL,Jacksonville,02/01/2016,Bigender
22048629,20/10/1998,341,US,USD,salaried,1777903,geographic,married,TX,Houston,08/08/2021,Male
75944715,21/07/1998,122,US,USD,self-employed,1089481,behavioral,single,OH,Cincinnati,11/03/2016,Female
93346897,22/02/1999,178,US,USD,salaried,1282722,behavioral,separated,CA,San Francisco,07/24/2018,Male
54225575,10/09/1990,816,US,USD,employed,456515,psychographic,married,CA,Oxnard,03/01/2017,Bigender
96889089,28/12/1997,397,US,USD,employed,1471752,psychographic,married,CA,Fresno,09/29/2019,Bigender
95193387,16/11/1997,934,US,USD,self-employed,1682271,behavioral,married,UT,Salt Lake City,08/11/2016,Male
55213549,22/07/1997,226,US,USD,employed,367387,Standard,married,AL,Mobile,07/07/2015,Male
32529695,27/02/2004,694,US,USD,salaried,1244258,demographic,married,CA,Alhambra,08/05/2016,Female
37579607,26/07/1997,935,US,USD,employed,1486383,psychographic,separated,MN,Saint Paul,06/30/2020,Male
26957921,24/12/1992,698,US,USD,employed,1328105,psychographic,single,AR,Little Rock,05/07/2014,Female
27363267,22/03/1995,187,US,USD,self-employed,14041,psychographic,married,IN,Terre Haute,05/02/2017,Male
16274432,09/11/2003,450,US,USD,unemployed,1652845,psychographic,married,MI,Warren,05/26/2017,Female
28553071,19/05/2004,462,US,USD,salaried,96559,geographic,married,TX,Houston,12/17/2018,Male
52456336,20/04/2004,183,US,USD,unemployed,1793811,Standard,single,FL,Boynton Beach,11/28/2018,Female
48338599,24/04/2004,556,US,USD,employed,859222,demographic,single,NY,New York City,12/11/2020,Female
35780315,23/09/1996,517,US,USD,employed,261383,geographic,single,AR,North Little Rock,01/05/2021,Female
97615176,08/09/1999,279,US,USD,employed,1352563,psychographic,single,FL,Lake Worth,03/07/2020,Male
75469645,05/05/1995,870,US,USD,unemployed,1641781,demographic,separated,NY,Brooklyn,12/04/2019,Non-binary
84205544,10/04/1999,37,US,USD,salaried,1381434,Standard,married,FL,Hialeah,03/04/2021,Male
30567547,17/10/2002,926,US,USD,self-employed,971004,behavioral,married,NY,Albany,04/22/2020,Female
46760916,22/09/2001,212,US,USD,salaried,564404,demographic,single,KS,Shawnee Mission,04/13/2019,Female
16790191,22/06/2003,725,US,USD,employed,1247922,geographic,married,IN,Indianapolis,05/21/2015,Female
80786809,03/01/1993,426,US,USD,employed,516078,Standard,separated,OH,Dayton,01/08/2020,Polygender
86148509,11/09/1997,628,US,USD,self-employed,899108,geographic,married,IL,Springfield,02/01/2018,Bigender
53503346,30/08/1997,481,US,USD,self-employed,1388019,behavioral,single,TX,Tyler,10/02/2015,Male
38608898,17/11/2002,502,US,USD,employed,537662,Standard,married,NE,Omaha,02/08/2022,Male
29909099,05/07/1993,627,US,USD,self-employed,574371,psychographic,single,PA,Reading,04/16/2015,Polygender
68118214,22/09/1997,748,US,USD,unemployed,1268494,Standard,separated,CA,Salinas,12/06/2020,Female
52716629,19/05/1998,813,US,USD,salaried,1781410,behavioral,separated,IN,Indianapolis,06/27/2014,Female
33289597,19/04/2002,398,US,USD,employed,664975,behavioral,single,MN,Minneapolis,02/24/2019,Female
43261713,24/01/2005,917,US,USD,salaried,287813,geographic,single,ID,Boise,04/27/2017,Female
49825812,12/09/1999,545,US,USD,employed,1909320,Standard,single,IL,Chicago,01/21/2018,Female
70874521,18/05/1991,49,US,USD,salaried,1944300,Standard,separated,MO,Kansas City,12/16/2015,Male
87336850,10/05/2000,442,US,USD,unemployed,1333926,Standard,separated,TX,San Antonio,02/06/2020,Male
98731307,28/08/1994,631,US,USD,self-employed,1683308,Standard,single,NC,Winston Salem,09/30/2020,Female
53608610,08/12/1995,479,US,USD,employed,1519069,behavioral,separated,CA,Simi Valley,02/12/2020,Male
38930803,23/07/1993,596,US,USD,employed,1262529,behavioral,single,GA,Lawrenceville,12/02/2019,Male
51447213,15/04/1996,990,US,USD,salaried,531996,demographic,married,IA,Waterloo,05/21/2015,Female
44842112,19/06/1996,64,US,USD,salaried,1983404,behavioral,separated,FL,Tallahassee,01/23/2016,Male
66846108,27/06/2002,255,US,USD,self-employed,1320800,Standard,separated,NJ,Trenton,09/24/2020,Male
70137932,21/03/1996,556,US,USD,self-employed,1878892,geographic,separated,MA,Boston,05/31/2018,Male
75180539,19/01/1998,570,US,USD,self-employed,1449402,Standard,married,CA,San Diego,04/06/2019,Male
25147826,29/03/2002,884,US,USD,self-employed,970897,geographic,separated,FL,Saint Augustine,09/06/2018,Male
65148102,10/05/2002,775,US,USD,employed,727941,behavioral,married,LA,Baton Rouge,11/12/2018,Female
30648409,12/05/2000,342,US,USD,salaried,63076,Standard,single,IL,Chicago,05/15/2020,Polygender
58327076,15/05/2003,782,US,USD,unemployed,1435652,geographic,single,NM,Albuquerque,10/15/2018,Male
79348898,11/08/2002,128,US,USD,unemployed,1103239,behavioral,married,CA,Fresno,08/25/2018,Male
81062661,01/10/1989,516,US,USD,salaried,1032157,geographic,separated,OK,Oklahoma City,12/06/2019,Female
98137158,23/11/2001,998,US,USD,unemployed,828603,behavioral,married,TN,Memphis,08/10/2020,Male
39222563,12/03/2001,70,US,USD,salaried,492365,demographic,single,OR,Portland,08/10/2017,Male
55434088,19/04/1992,443,US,USD,self-employed,398551,psychographic,separated,CT,New Haven,03/25/2015,Male
59595106,16/02/1991,350,US,USD,salaried,927767,Standard,single,WV,Morgantown,08/11/2017,Female
37521793,01/04/1991,293,US,USD,salaried,366201,demographic,separated,WI,Madison,11/17/2020,Male
72853616,03/04/1994,993,US,USD,employed,845530,psychographic,single,MS,Jackson,04/26/2020,Male
75915360,03/05/1995,108,US,USD,self-employed,97719,geographic,single,TX,Dallas,01/27/2018,Female
77200135,21/01/1991,384,US,USD,unemployed,378193,behavioral,single,FL,Tampa,12/25/2018,Male
39100208,30/11/1990,568,US,USD,unemployed,1136036,geographic,married,CA,Stockton,12/14/2017,Male
16533821,13/12/1999,893,US,USD,salaried,657288,Standard,separated,TN,Memphis,05/05/2017,Male
91112153,30/10/1990,35,US,USD,salaried,1497263,psychographic,separated,TN,Memphis,12/28/2015,Male
37781912,26/10/1995,412,US,USD,unemployed,238698,demographic,married,AZ,Phoenix,12/02/2014,Genderfluid
41602609,30/04/1994,785,US,USD,employed,303038,geographic,single,NC,Charlotte,09/19/2015,Male
88463755,31/01/1999,242,US,USD,employed,1058295,Standard,married,CA,Irvine,08/28/2018,Female
89519828,29/06/2001,184,US,USD,employed,747831,behavioral,separated,SC,Beaufort,04/11/2018,Polygender
37994622,23/12/1989,409,US,USD,self-employed,1307107,behavioral,separated,NY,New York City,05/04/2019,Agender
93989417,04/02/2000,541,US,USD,self-employed,707195,behavioral,married,TX,Mesquite,01/14/2016,Male
61761517,06/05/1994,631,US,USD,salaried,955138,Standard,married,ID,Boise,11/15/2019,Female
60306442,10/03/1995,785,US,USD,self-employed,104790,behavioral,separated,FL,Zephyrhills,05/11/2021,Male
24398902,09/07/1999,385,US,USD,self-employed,748250,psychographic,single,CO,Boulder,02/23/2016,Male
75245023,06/06/2002,206,US,USD,self-employed,1010962,behavioral,single,DC,Washington,11/25/2017,Male
80079954,13/04/1991,24,US,USD,salaried,1220047,psychographic,separated,CA,Santa Clara,08/06/2019,Male
52463446,19/03/1996,881,US,USD,unemployed,1263036,psychographic,separated,KY,Lexington,12/04/2017,Female
80874230,05/05/2001,536,US,USD,employed,225891,psychographic,separated,OK,Oklahoma City,12/28/2020,Female
89097820,15/06/2004,521,US,USD,self-employed,1723666,behavioral,separated,FL,West Palm Beach,01/27/2022,Male
51045293,02/07/2004,85,US,USD,unemployed,482225,demographic,single,TX,Gatesville,08/06/2019,Female
87237844,04/01/1993,20,US,USD,employed,379946,geographic,separated,CO,Aurora,10/16/2021,Male
85033228,14/07/1993,237,US,USD,employed,380617,geographic,married,TX,Houston,01/07/2018,Male
86237375,10/10/1989,787,US,USD,self-employed,353779,behavioral,married,DC,Washington,03/13/2017,Male
41592476,20/03/1994,467,US,USD,unemployed,405787,Standard,separated,PA,Pittsburgh,02/22/2018,Male
45155689,16/07/1995,581,US,USD,salaried,413810,Standard,single,TX,Austin,03/14/2020,Male
14440849,05/01/1997,634,US,USD,employed,421713,behavioral,separated,TX,San Antonio,02/15/2016,Male
63143624,10/07/1995,896,US,USD,self-employed,939636,behavioral,single,DC,Washington,01/14/2019,Female
63299118,10/07/1994,518,US,USD,unemployed,811481,demographic,separated,NC,Greensboro,07/26/2015,Male
61137852,24/04/1995,698,US,USD,unemployed,1654807,psychographic,separated,OK,Tulsa,05/05/2020,Male
52634913,21/07/2000,135,US,USD,unemployed,1564060,psychographic,separated,MD,Bethesda,12/30/2014,Female
34109932,22/04/1991,41,US,USD,employed,1001124,demographic,married,PA,Philadelphia,10/22/2021,Female
39770815,07/09/1994,304,US,USD,self-employed,281879,psychographic,single,MI,Lansing,04/25/2015,Male
