customerNumber (CIF),dateOfBirth,branchNumber,citizenshipCode,currCountryCode,employmentStatus,incomeInThousands,marketSegment,maritalStatus,stateCode,City,customerOpeningDate,Gender
69882953,22/08/1994,58,US,USD,employed,1432147,demographic,separated,NY,New York City,01/26/2018,Female
92143373,12/04/1997,331,US,USD,employed,1423507,behavioral,single,OR,Portland,03/09/2015,Male
92320673,04/09/1989,473,US,USD,unemployed,536807,behavioral,married,FL,Boca Raton,10/14/2018,Male
16672303,10/02/1997,157,US,USD,employed,477070,demographic,separated,DC,Washington,08/31/2018,Female
85245507,06/07/1992,870,US,USD,employed,1191526,demographic,single,TX,Fort Worth,01/28/2020,Female
37347695,27/06/2004,894,US,USD,unemployed,1448830,demographic,separated,NY,Albany,03/07/2020,Female
76861119,02/11/1998,502,US,USD,self-employed,1174608,demographic,married,FL,Lake Worth,01/09/2020,Male
68420489,14/02/1993,599,US,USD,employed,555507,demographic,single,DC,Washington,08/05/2017,Male
40189318,24/10/2000,469,US,USD,salaried,441907,Standard,married,CA,Los Angeles,03/07/2017,Female
44493687,17/07/2004,892,US,USD,employed,622006,demographic,single,MN,Minneapolis,04/27/2020,Female
25973784,15/12/2001,667,US,USD,salaried,1187085,demographic,separated,IN,Indianapolis,07/01/2014,Female
54783869,22/01/1999,292,US,USD,salaried,1563744,Standard,single,KS,Topeka,01/24/2015,Male
17013661,21/01/2005,795,US,USD,employed,1110823,psychographic,single,CA,San Francisco,11/21/2017,Male
50459077,09/08/2000,58,US,USD,self-employed,309172,Standard,single,VA,Ashburn,07/17/2018,Female
20163532,17/07/1998,727,US,USD,self-employed,1222508,psychographic,single,IA,Davenport,02/15/2021,Male
53074457,29/08/1990,491,US,USD,unemployed,1093162,demographic,married,CO,Colorado Springs,07/08/2014,Female
97194474,28/12/1997,581,US,USD,self-employed,1826165,geographic,separated,MA,Boston,11/04/2016,Male
87067053,12/10/1990,954,US,USD,employed,1885420,geographic,married,FL,Kissimmee,09/22/2020,Female
12969147,18/01/2001,795,US,USD,employed,978928,geographic,separated,WI,Milwaukee,11/28/2020,Male
67731608,27/08/2000,768,US,USD,unemployed,1307277,geographic,married,CO,Denver,02/22/2017,Male
12809555,29/11/1999,271,US,USD,employed,1820719,geographic,single,OK,Tulsa,08/14/2019,Male
23003908,23/01/1995,733,US,USD,unemployed,1244852,behavioral,married,PA,Erie,07/01/2014,Genderfluid
16877814,02/09/1995,346,US,USD,unemployed,1243757,Standard,separated,PA,Philadelphia,09/20/2019,Male
48953719,29/05/1991,448,US,USD,salaried,1124365,psychographic,single,FL,Homestead,05/16/2019,Female
81031933,03/03/2001,874,US,USD,self-employed,482884,demographic,separated,NC,Greensboro,08/14/2019,Female
54623192,24/06/2004,950,US,USD,employed,783293,geographic,single,CA,San Bernardino,12/27/2016,Male
73563149,29/03/1998,845,US,USD,self-employed,624660,demographic,single,MA,Boston,03/16/2018,Female
93078405,02/02/2005,809,US,USD,unemployed,1937494,geographic,single,NC,Wilmington,12/18/2021,Female
96958593,13/03/1999,797,US,USD,salaried,1512342,psychographic,married,PA,Erie,04/14/2018,Male
61393451,05/04/1993,96,US,USD,employed,791027,psychographic,separated,NC,Charlotte,09/07/2016,Female
78318247,18/07/1995,546,US,USD,self-employed,263355,psychographic,separated,CA,Sacramento,10/17/2018,Male
13113985,17/12/1995,912,US,USD,self-employed,329611,psychographic,single,WV,Huntington,07/14/2016,Non-binary
93915356,02/10/2003,226,US,USD,employed,398457,psychographic,single,PA,Pittsburgh,05/17/2021,Male
98859885,30/08/1993,170,US,USD,salaried,771660,Standard,single,VA,Richmond,10/01/2021,Male
88518920,10/03/1995,390,US,USD,unemployed,1443050,Standard,separated,NY,Albany,04/17/2015,Polygender
33856649,21/07/1992,240,US,USD,employed,1951824,behavioral,separated,MS,Biloxi,02/16/2018,Male
36133449,21/07/1999,495,US,USD,self-employed,195543,psychographic,single,FL,Orlando,09/01/2020,Female
68844725,26/07/1995,801,US,USD,salaried,1090260,behavioral,married,MN,Minneapolis,11/09/2015,Male
49296056,22/12/1989,325,US,USD,salaried,455767,behavioral,separated,MT,Bozeman,03/05/2018,Male
19200365,09/09/2002,659,US,USD,self-employed,1711844,Standard,married,FL,West Palm Beach,02/11/2018,Polygender
83009031,24/10/1992,675,US,USD,employed,373651,geographic,single,TX,Houston,09/26/2016,Female
99267440,21/06/1990,219,US,USD,unemployed,919445,demographic,separated,DC,Washington,01/10/2018,Female
16736748,26/08/1989,884,US,USD,employed,1625578,geographic,separated,NJ,Paterson,09/29/2021,Female
85746141,31/01/1997,454,US,USD,employed,1256482,demographic,married,WV,Huntington,02/15/2021,Male
35326896,10/03/1996,784,US,USD,salaried,1965163,demographic,married,LA,Baton Rouge,12/26/2021,Female
22347237,29/06/2001,542,US,USD,employed,431772,geographic,separated,TX,Houston,08/20/2020,Bigender
76595127,06/07/1999,486,US,USD,employed,914747,behavioral,married,FL,Gainesville,09/06/2017,Male
15844600,21/10/2004,632,US,USD,unemployed,1171143,geographic,single,CA,San Bernardino,12/25/2021,Female
94260850,15/03/1998,277,US,USD,self-employed,1167787,Standard,separated,TX,Spring,09/10/2017,Female
20042788,03/08/2002,510,US,USD,salaried,675791,psychographic,single,MD,Annapolis,12/13/2019,Male
25051741,27/04/1994,240,US,USD,salaried,574747,psychographic,separated,TX,El Paso,08/12/2015,Genderfluid
84944684,22/05/2002,732,US,USD,employed,1627259,geographic,married,OH,Cincinnati,12/14/2019,Polygender
25668228,27/07/1992,558,US,USD,employed,1340843,behavioral,single,OH,Cleveland,12/22/2014,Male
62016827,01/01/1998,740,US,USD,self-employed,815697,behavioral,separated,MO,Saint Louis,02/04/2022,Female
48972144,23/09/1993,81,US,USD,salaried,433594,psychographic,separated,OR,Portland,09/03/2021,Female
39027792,21/10/1999,331,US,USD,employed,509205,Standard,married,UT,Salt Lake City,09/11/2014,Female
52321740,28/10/1999,659,US,USD,employed,1892969,behavioral,married,AL,Birmingham,12/25/2020,Male
39703003,02/06/1992,162,US,USD,salaried,1027736,behavioral,married,TX,Houston,12/21/2017,Female
54914606,04/10/2000,943,US,USD,salaried,1868391,Standard,married,AL,Birmingham,12/08/2018,Male
53017898,17/06/1996,570,US,USD,salaried,337884,geographic,separated,IL,Chicago,07/24/2016,Male
23626188,13/06/1996,565,US,USD,employed,717778,demographic,separated,MO,Kansas City,10/19/2014,Male
57479776,12/02/1990,315,US,USD,employed,1912733,Standard,single,FL,Fort Pierce,09/26/2015,Female
57827598,09/07/2003,843,US,USD,employed,1072822,geographic,single,IN,Evansville,12/19/2016,Female
89905784,23/07/2004,656,US,USD,salaried,660532,psychographic,married,CA,San Jose,05/25/2015,Male
94528656,21/04/1996,420,US,USD,unemployed,1547880,geographic,single,NC,Wilmington,12/09/2014,Male
56393687,28/12/1990,743,US,USD,employed,709590,Standard,separated,WI,Racine,12/18/2018,Female
55378896,21/11/2003,177,US,USD,salaried,774052,psychographic,married,CA,Riverside,03/02/2017,Female
61730324,25/07/2001,432,US,USD,unemployed,700737,behavioral,single,IN,Indianapolis,11/15/2014,Male
34591226,10/11/2003,380,US,USD,unemployed,1333179,Standard,married,DC,Washington,12/29/2017,Female
76000121,22/05/1990,947,US,USD,unemployed,658052,demographic,separated,IN,Fort Wayne,04/19/2021,Male
22296812,13/03/2001,742,US,USD,employed,1564055,geographic,single,WY,Cheyenne,08/19/2019,Female
65720470,10/01/1999,902,US,USD,unemployed,1909340,Standard,married,NE,Lincoln,12/03/2018,Female
34283806,08/10/1995,65,US,USD,self-employed,1618218,behavioral,single,OK,Tulsa,01/23/2019,Female
65603157,31/05/2001,807,US,USD,salaried,1209211,demographic,married,CA,Los Angeles,10/24/2020,Male
16888247,13/03/1992,197,US,USD,salaried,1574686,Standard,separated,PA,Erie,07/03/2019,Male
18601700,16/03/1993,603,US,USD,employed,844049,geographic,married,MI,Lansing,03/23/2015,Male
57672159,09/02/1994,697,US,USD,unemployed,945368,behavioral,separated,VA,Roanoke,07/19/2020,Male
95668424,27/09/2003,417,US,USD,unemployed,409221,Standard,separated,CA,Los Angeles,05/17/2016,Polygender
34893013,19/05/2002,24,US,USD,unemployed,203750,demographic,married,MA,Boston,07/08/2018,Female
39914063,25/05/1989,170,US,USD,unemployed,590873,geographic,single,AZ,Tucson,07/25/2021,Male
55401103,30/10/1991,895,US,USD,self-employed,1237467,demographic,separated,VA,Roanoke,10/11/2014,Female
11920822,12/12/1998,251,US,USD,salaried,648404,Standard,married,NC,Durham,09/06/2020,Female
56952616,12/04/1997,110,US,USD,unemployed,1432785,geographic,separated,NV,Henderson,06/02/2015,Female
51407416,10/12/1989,452,US,USD,self-employed,514114,behavioral,single,TX,Lubbock,06/15/2019,Male
86299087,28/03/2002,207,US,USD,self-employed,579745,psychographic,separated,FL,Jacksonville,06/13/2019,Female
33485895,12/07/2004,701,US,USD,employed,249146,demographic,separated,WA,Spokane,08/09/2017,Male
39048821,27/03/2000,384,US,USD,unemployed,759740,geographic,single,CA,Fresno,08/05/2017,Female
54866506,20/10/1996,395,US,USD,salaried,1109368,behavioral,single,NJ,Trenton,06/15/2019,Female
78274477,26/07/2000,211,US,USD,salaried,1255273,demographic,separated,CA,Ventura,11/02/2015,Male
56229752,04/10/2001,967,US,USD,self-employed,1376090,geographic,single,TN,Memphis,09/02/2019,Male
35492264,01/04/2005,594,US,USD,unemployed,1535561,Standard,single,CO,Littleton,09/28/2019,Male
40456353,09/01/1996,250,US,USD,self-employed,19697,Standard,separated,MI,Grand Rapids,10/01/2015,Female
74102412,30/10/2002,885,US,USD,salaried,1554299,geographic,separated,NH,Manchester,11/23/2018,Genderqueer
91173417,23/08/2002,577,US,USD,unemployed,715542,behavioral,separated,VA,Alexandria,12/27/2015,Female
66245769,29/05/2002,45,US,USD,employed,339853,demographic,separated,MN,Saint Paul,02/20/2021,Agender
20627545,07/11/1998,207,US,USD,employed,1154101,demographic,separated,DC,Washington,07/18/2021,Bigender
64304701,04/02/1995,493,US,USD,employed,810074,Standard,separated,MN,Minneapolis,07/30/2017,Female
50792109,14/12/2003,81,US,USD,self-employed,306728,Standard,single,TX,Austin,04/05/2016,Male
48471021,29/08/1995,957,US,USD,unemployed,1886610,geographic,separated,FL,Clearwater,05/24/2018,Male
94869828,06/03/1995,426,US,USD,self-employed,1759405,Standard,married,TN,Memphis,02/24/2017,Female
80232599,08/07/2003,359,US,USD,self-employed,29890,Standard,married,MN,Saint Cloud,01/06/2017,Female
79467945,21/08/1993,453,US,USD,salaried,814260,psychographic,married,MN,Saint Paul,08/07/2016,Male
78772839,05/12/1989,357,US,USD,self-employed,446777,behavioral,separated,CT,Norwalk,01/21/2016,Male
34047262,16/06/1991,55,US,USD,employed,857738,demographic,married,IL,Rockford,04/09/2016,Genderfluid
46873733,17/07/2003,16,US,USD,unemployed,657909,psychographic,separated,IA,Davenport,03/14/2020,Male
30242532,04/11/1995,977,US,USD,salaried,727884,demographic,separated,TX,Dallas,03/20/2019,Male
55089034,05/10/1993,119,US,USD,salaried,1217224,demographic,married,MA,Boston,03/27/2019,Polygender
31752620,05/08/1996,995,US,USD,salaried,1860073,psychographic,separated,KS,Kansas City,09/27/2018,Male
93350703,18/03/1997,945,US,USD,self-employed,743090,demographic,married,WA,Tacoma,03/28/2019,Female
37534116,11/06/2002,811,US,USD,employed,961547,Standard,separated,CA,Los Angeles,05/04/2020,Female
68527859,09/08/1996,131,US,USD,unemployed,442425,demographic,single,MD,Annapolis,07/03/2021,Genderqueer
80030216,19/09/1994,786,US,USD,unemployed,1806310,demographic,single,MO,Saint Louis,10/17/2021,Male
79185100,24/07/2004,744,US,USD,unemployed,1979619,behavioral,single,IL,Chicago,08/20/2017,Male
18719729,23/11/1994,410,US,USD,salaried,1589924,psychographic,separated,WI,Appleton,07/20/2016,Female
93292434,20/02/1996,6,US,USD,employed,970615,Standard,married,CA,Fresno,08/16/2021,Male
93495422,20/10/1996,687,US,USD,unemployed,1092957,behavioral,married,SC,Columbia,03/03/2018,Female
60630774,08/08/1995,145,US,USD,self-employed,538984,Standard,single,IL,Springfield,12/24/2019,Male
40926577,30/05/1994,439,US,USD,salaried,472835,psychographic,separated,DC,Washington,11/12/2018,Male
83547202,09/05/2000,226,US,USD,salaried,1134245,demographic,single,CA,Sacramento,05/26/2017,Female
63553468,17/01/1995,758,US,USD,salaried,954926,behavioral,single,TX,El Paso,10/30/2019,Male
57938991,29/11/1990,766,US,USD,employed,456934,psychographic,married,IL,Springfield,04/25/2016,Female
15392588,28/08/1990,220,US,USD,salaried,1321400,behavioral,married,TX,San Antonio,01/19/2021,Female
39664510,01/03/2002,91,US,USD,employed,512845,demographic,separated,MO,Kansas City,06/30/2014,Female
28888667,26/03/1990,141,US,USD,unemployed,375572,Standard,single,MI,Battle Creek,09/07/2018,Female
75515679,14/08/1989,91,US,USD,self-employed,1429019,Standard,married,OH,Dayton,08/08/2015,Female
91132954,01/03/2002,673,US,USD,employed,1655338,geographic,single,FL,Pompano Beach,07/02/2015,Male
59349464,28/08/2003,568,US,USD,employed,673226,geographic,married,TX,Fort Worth,12/01/2020,Male
63572503,19/06/1992,556,US,USD,self-employed,287223,behavioral,separated,CA,Sacramento,06/13/2014,Female
38944331,31/01/1998,430,US,USD,salaried,1703707,psychographic,married,VA,Richmond,05/22/2015,Male
71736844,07/10/1995,152,US,USD,employed,81950,behavioral,separated,IL,Chicago,07/09/2019,Male
74869295,26/04/1996,906,US,USD,self-employed,709915,psychographic,married,PA,Erie,08/18/2015,Male
69794762,13/02/1999,4,US,USD,self-employed,1806428,geographic,married,TX,El Paso,09/30/2021,Female
12736993,28/05/1992,743,US,USD,salaried,1854127,psychographic,single,DE,Newark,01/15/2015,Male
63720902,14/04/1994,650,US,USD,self-employed,760433,psychographic,single,MI,Flint,11/23/2014,Male
77930131,02/06/1992,501,US,USD,unemployed,234177,Standard,separated,NC,Charlotte,02/05/2017,Female
39003689,10/02/1996,273,US,USD,salaried,422785,behavioral,separated,AL,Birmingham,04/20/2019,Male
51316318,21/02/2004,160,US,USD,unemployed,1003660,psychographic,married,DC,Washington,03/18/2021,Female
60775752,29/08/1998,797,US,USD,unemployed,410285,Standard,single,NY,New York City,12/25/2014,Male
65504235,05/03/1992,761,US,USD,self-employed,291027,Standard,separated,FL,Vero Beach,12/06/2016,Female
38948655,07/04/1990,180,US,USD,salaried,132118,psychographic,single,TX,Dallas,04/04/2022,Female
99156069,11/12/2000,112,US,USD,unemployed,840609,Standard,separated,NY,New York City,12/07/2020,Female
46403068,20/04/1990,376,US,USD,self-employed,1429428,demographic,single,WI,Milwaukee,09/21/2017,Male
20877475,13/03/2000,225,US,USD,self-employed,1428272,Standard,separated,CO,Denver,02/06/2022,Male
13880010,14/02/2003,150,US,USD,salaried,502734,psychographic,single,MA,Boston,04/10/2018,Female
54862722,16/12/2001,468,US,USD,self-employed,1763741,demographic,separated,NY,Port Washington,04/08/2018,Female
13350143,17/04/1993,962,US,USD,salaried,208543,geographic,married,TX,Houston,09/18/2018,Female
87526317,22/06/1993,726,US,USD,salaried,1539425,behavioral,married,NV,Henderson,11/20/2016,Female
24579152,27/01/1994,344,US,USD,unemployed,379834,psychographic,separated,OH,Canton,11/25/2015,Male
13747479,15/01/1994,253,US,USD,employed,112882,Standard,separated,VA,Roanoke,10/22/2018,Male
53310723,12/11/1996,154,US,USD,unemployed,834095,psychographic,married,MS,Jackson,09/16/2016,Male
75385805,20/07/1993,350,US,USD,unemployed,1931479,psychographic,married,AK,Anchorage,08/25/2015,Male
99458770,13/02/1995,697,US,USD,employed,1724566,psychographic,married,NV,Reno,05/15/2018,Male
70640114,28/01/2005,734,US,USD,self-employed,1566437,psychographic,single,MO,Kansas City,02/01/2021,Male
90953706,04/12/2004,49,US,USD,salaried,1905202,psychographic,married,GA,Decatur,02/15/2021,Male
43098468,24/05/1990,257,US,USD,unemployed,977115,geographic,single,TX,Texarkana,05/02/2014,Female
71711953,11/07/1999,660,US,USD,self-employed,743963,Standard,single,FL,Hialeah,04/10/2017,Female
49390372,26/04/2004,208,US,USD,unemployed,1868070,demographic,single,TX,Texarkana,05/29/2015,Genderfluid
69885082,25/11/1997,561,US,USD,unemployed,1433361,behavioral,single,OK,Tulsa,07/24/2015,Male
47871751,29/07/1991,118,US,USD,salaried,568863,Standard,married,NY,New York City,01/19/2016,Female
64081478,06/05/1999,655,US,USD,employed,547814,geographic,single,CA,San Jose,06/21/2021,Male
28403512,13/10/2002,854,US,USD,unemployed,943301,geographic,married,OH,Akron,06/13/2016,Female
75861014,04/10/2002,779,US,USD,employed,1817620,behavioral,married,CO,Denver,06/17/2017,Male
14314706,13/02/2002,375,US,USD,employed,1221136,behavioral,married,CO,Colorado Springs,08/05/2015,Female
23486913,18/02/1990,359,US,USD,unemployed,1444643,psychographic,single,OK,Tulsa,03/06/2017,Female
53161172,25/06/1998,184,US,USD,unemployed,1207043,geographic,single,AR,Little Rock,09/06/2016,Female
82249367,04/09/1999,668,US,USD,self-employed,1982662,geographic,married,TX,Houston,06/20/2015,Female
23924870,16/11/1999,354,US,USD,salaried,1420505,geographic,married,OH,Cincinnati,09/30/2017,Male
13963028,21/05/1989,521,US,USD,self-employed,1145024,demographic,married,FL,Lakeland,01/27/2017,Female
41252624,07/10/2003,871,US,USD,unemployed,480521,Standard,single,AZ,Phoenix,04/01/2019,Male
57236762,14/07/1996,117,US,USD,salaried,1388015,geographic,separated,DC,Washington,02/06/2021,Agender
38229372,13/07/1997,591,US,USD,employed,1724791,psychographic,married,NJ,Trenton,07/13/2019,Male
54383863,09/08/1990,313,US,USD,employed,501280,demographic,separated,DC,Washington,12/20/2017,Female
61072742,08/03/1991,548,US,USD,employed,33125,demographic,separated,IA,Des Moines,01/30/2017,Male
27765499,30/10/1991,324,US,USD,employed,591304,Standard,separated,DE,Newark,12/27/2016,Male
99078935,24/02/1990,688,US,USD,self-employed,646447,Standard,married,TX,El Paso,04/19/2019,Female
96388016,29/11/1989,843,US,USD,self-employed,158044,psychographic,separated,CO,Littleton,02/07/2019,Female
50987244,15/02/1998,601,US,USD,unemployed,127329,psychographic,separated,OH,Toledo,06/27/2020,Male
97480781,28/02/1991,533,US,USD,salaried,1582491,psychographic,married,WA,Tacoma,07/26/2016,Male
87958314,12/02/1993,548,US,USD,unemployed,1174975,psychographic,single,CA,Inglewood,10/04/2020,Female
94157835,28/11/1993,841,US,USD,unemployed,1109903,behavioral,single,NE,Omaha,03/26/2015,Female
42192316,27/02/2004,93,US,USD,unemployed,497403,demographic,separated,TN,Memphis,04/13/2017,Male
89212047,28/08/1989,533,US,USD,unemployed,939230,Standard,married,OK,Tulsa,11/18/2018,Female
53222025,20/06/2004,664,US,USD,self-employed,1445613,behavioral,single,WI,Green Bay,10/29/2017,Female
44353389,15/08/1999,769,US,USD,unemployed,1784968,behavioral,married,LA,Lake Charles,10/02/2014,Polygender
92634567,12/06/1991,616,US,USD,unemployed,1839288,behavioral,separated,CA,Los Angeles,06/03/2020,Male
62588031,13/02/2003,738,US,USD,employed,1569508,behavioral,separated,FL,Boynton Beach,07/07/2020,Female
85864847,04/11/1999,109,US,USD,salaried,235037,Standard,single,AK,Juneau,01/16/2020,Female
89238069,03/01/1991,383,US,USD,employed,960581,psychographic,separated,CA,Berkeley,03/19/2019,Male
76452025,03/10/1996,227,US,USD,employed,695068,psychographic,married,TX,Amarillo,10/11/2016,Male
76777365,13/05/1992,691,US,USD,self-employed,197313,Standard,married,NY,Rochester,04/07/2018,Male
79496322,23/12/2001,463,US,USD,salaried,903486,Standard,separated,MN,Duluth,03/13/2019,Female
31682079,05/06/1993,582,US,USD,employed,1784045,behavioral,single,FL,Jacksonville,02/09/2018,Male
14122973,31/01/1995,24,US,USD,self-employed,1195511,demographic,separated,NY,Utica,08/30/2018,Male
58400047,03/08/1996,599,US,USD,self-employed,758556,behavioral,separated,CT,Hartford,03/20/2015,Female
63764572,10/02/1999,724,US,USD,salaried,1225247,geographic,separated,FL,Miami,08/09/2015,Bigender
75327185,02/01/2001,883,US,USD,salaried,88573,Standard,married,CA,Chico,01/29/2021,Male
44106742,06/05/1993,906,US,USD,self-employed,844381,Standard,married,FL,Miami,01/02/2021,Genderfluid
36626919,03/07/1991,367,US,USD,employed,1396990,behavioral,single,CA,Sacramento,08/14/2020,Male
12901606,23/08/2001,360,US,USD,salaried,1423442,geographic,single,DC,Washington,04/01/2015,Male
78073098,23/07/1991,945,US,USD,self-employed,1599837,geographic,single,FL,Fort Pierce,07/17/2015,Polygender
30892400,13/12/2000,633,US,USD,self-employed,1211101,demographic,single,VA,Hampton,09/12/2018,Male
98571036,21/03/2005,852,US,USD,employed,1293151,behavioral,single,IL,Chicago,01/22/2017,Female
83440391,05/09/1993,61,US,USD,unemployed,1498535,behavioral,separated,LA,Lake Charles,12/16/2017,Female
80426981,16/03/1993,977,US,USD,employed,1666244,geographic,separated,AL,Birmingham,03/08/2022,Male
74278096,22/03/1994,697,US,USD,self-employed,175105,demographic,separated,TX,Dallas,11/05/2018,Female
23229043,05/08/2004,504,US,USD,salaried,473661,geographic,married,OH,Toledo,09/01/2015,Female
19057526,28/08/1994,196,US,USD,self-employed,1567737,psychographic,single,NC,Charlotte,12/26/2019,Female
87706208,17/02/2004,74,US,USD,employed,1805424,psychographic,married,MN,Saint Cloud,11/16/2015,Male
49303150,14/03/2000,359,US,USD,unemployed,1058639,behavioral,single,IA,Davenport,06/02/2021,Female
67130018,10/07/1989,118,US,USD,unemployed,155729,geographic,single,OK,Oklahoma City,08/03/2019,Male
26723016,28/03/2002,907,US,USD,employed,984139,behavioral,married,AL,Huntsville,01/21/2018,Male
42869568,11/08/2000,877,US,USD,salaried,1456044,Standard,single,AR,Little Rock,08/13/2014,Female
64832436,23/02/2003,100,US,USD,employed,982063,demographic,separated,OR,Portland,10/05/2020,Female
54965531,20/09/2002,669,US,USD,employed,1606169,psychographic,married,OH,Canton,01/15/2019,Female
